6.313436031341552734e-01 1.151954650878906250e+00 8.561698198318481445e-01 4.525110125541687012e-01 1.052249288558959961e+01
8.551682233810424805e-01 4.652217924594879150e-01 9.018428921699523926e-01 3.248908519744873047e-01 2.841814041137695312e+00
8.843319416046142578e-01 3.767747879028320312e-01 9.192708134651184082e-01 2.748700678348541260e-01 2.818118333816528320e+00
8.987545967102050781e-01 3.331331014633178711e-01 9.229767322540283203e-01 2.620151042938232422e-01 2.748060464859008789e+00
9.090713262557983398e-01 2.978934049606323242e-01 9.310897588729858398e-01 2.324402928352355957e-01 2.779303789138793945e+00
9.172337651252746582e-01 2.748678326606750488e-01 9.355970025062561035e-01 2.160350531339645386e-01 2.820033788681030273e+00
9.228767752647399902e-01 2.538375854492187500e-01 9.401041865348815918e-01 2.071108520030975342e-01 2.768312215805053711e+00
9.269332885742187500e-01 2.406978905200958252e-01 9.441105723381042480e-01 1.916139572858810425e-01 1.515895843505859375e+00
9.329425096511840820e-01 2.193654179573059082e-01 9.479166865348815918e-01 1.821198761463165283e-01 2.768512725830078125e+00
9.371160268783569336e-01 2.056135237216949463e-01 9.483172893524169922e-01 1.778788119554519653e-01 2.750004768371582031e+00
9.416233897209167480e-01 1.947666108608245850e-01 9.525241851806640625e-01 1.647231727838516235e-01 2.841374635696411133e+00
9.453794956207275391e-01 1.807620227336883545e-01 9.551283717155456543e-01 1.543798446655273438e-01 2.798644781112670898e+00
9.492191076278686523e-01 1.661782264709472656e-01 9.570313692092895508e-01 1.446563899517059326e-01 2.765289783477783203e+00
9.527412652969360352e-01 1.577602624893188477e-01 9.599360227584838867e-01 1.361324787139892578e-01 2.748633146286010742e+00
9.557964801788330078e-01 1.453547179698944092e-01 9.617388248443603516e-01 1.305901259183883667e-01 2.750412464141845703e+00
9.576658010482788086e-01 1.375548690557479858e-01 9.631410837173461914e-01 1.256999969482421875e-01 2.756697416305541992e+00
